ID,Subject,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,cheating,G1,G2,G3,G4,G3_dif,G4_dif
122957,Por,MS,F,16,R,GT3,A,2,2,health,other,course,mother,1,2,0,no,no,no,no,no,yes,no,yes,3.0,3,2,1.0,1.0,3,2,no,8,10,10,satisfactory,9.5,satisfactory
123006,Por,GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3.0,3,2,1.0,3.0,3,2,no,14,13,12,satisfactory,11.5,satisfactory
124149,Math,MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,0,no,no,yes,no,yes,yes,yes,yes,4.0,2,2,2.0,2.0,5,0,yes,13,13,13,satisfactory,8.0,satisfactory
125309,Math,GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4.0,2,4,2.0,3.0,2,24,no,18,18,18,excellent,11.0,satisfactory
125717,Math,GP,M,15,U,GT3,T,4,2,health,services,other,mother,1,1,0,no,no,yes,no,yes,yes,yes,no,2.0,2,4,2.0,4.0,1,4,yes,15,16,15,good,9.0,satisfactory
127270,Por,MS,F,15,R,GT3,T,3,3,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5.0,4,4,2.0,3.0,5,4,yes,10,10,11,satisfactory,5.0,unsatisfactory
127467,Math,GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4.0,3,2,1.0,4.0,5,11,no,12,11,11,satisfactory,8.25,satisfactory
128162,Math,GP,M,15,U,LE3,T,1,2,other,at_home,home,father,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4.0,3,2,1.0,1.0,5,2,no,9,10,9,satisfactory,8.5,satisfactory
128547,Por,GP,M,17,U,LE3,A,4,4,health,other,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4.0,4,2,1.0,2.0,4,2,no,12,15,15,good,14.5,good
129383,Por,GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5.0,3,3,1.0,1.0,3,0,no,13,12,12,satisfactory,12.0,satisfactory
129646,Por,MS,F,16,U,GT3,T,1,1,other,other,course,other,1,4,0,yes,yes,no,yes,yes,yes,yes,no,2.0,2,1,1.0,1.0,5,0,no,14,14,14,good,14.0,good
129949,Por,GP,M,17,U,LE3,A,3,2,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4.0,4,4,1.0,2.0,5,10,no,16,18,18,excellent,15.5,good
131767,Por,GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4.0,5,2,1.0,1.0,3,0,no,11,10,11,satisfactory,11.0,satisfactory
132104,Por,MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,0,no,no,no,no,no,yes,no,no,3.0,2,2,1.0,2.0,3,0,no,13,13,13,satisfactory,13.0,satisfactory
132929,Por,GP,F,16,U,GT3,T,4,4,other,other,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5.0,3,4,1.0,2.0,1,4,no,12,13,13,satisfactory,12.0,satisfactory
133245,Math,GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5.0,4,5,1.0,3.0,5,10,no,10,9,10,satisfactory,7.5,unsatisfactory
133412,Por,MS,M,17,R,GT3,T,1,1,other,services,other,father,3,1,0,no,no,no,no,no,no,no,no,4.0,2,3,3.0,4.0,4,4,no,12,13,14,good,13.0,satisfactory
135230,Por,MS,M,19,U,GT3,T,3,2,at_home,services,course,mother,2,1,3,no,no,no,yes,yes,yes,no,no,3.0,2,1,1.0,1.0,3,4,no,6,11,9,satisfactory,5.0,unsatisfactory
135992,Por,MS,M,18,R,GT3,T,1,o,at_home,at-home,course,other,3,1,1,yes,yes,no,no,yes,yes,no,no,4.0,3,2,1.0,1.0,4,0,no,12,12,13,satisfactory,12.0,satisfactory
136559,Por,GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4.0,3,3,2.0,2.0,3,0,no,13,14,13,satisfactory,13.0,satisfactory
137019,Math,GP,M,16,R,GT3,T,4,3,services,other,reputation,mother,2,1,0,yes,yes,no,yes,no,yes,yes,no,3.0,3,3,1.0,1.0,4,2,no,11,15,15,good,14.5,good
137600,Por,GP,M,15,U,GT3,T,4,4,teacher,health,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,3.0,2,2,1.0,1.0,5,8,no,15,15,16,good,14.0,good
138695,Por,GP,M,15,U,GT3,T,4,4,services,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4.0,3,1,1.0,1.0,5,2,no,15,15,15,good,14.5,good
138763,Por,MS,F,15,R,LE3,T,1,1,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,no,no,yes,5.0,2,1,1.0,3.0,4,0,yes,9,10,9,satisfactory,4.0,unsatisfactory
138863,Por,MS,M,17,R,GT3,T,2,1,other,other,other,mother,3,1,0,no,no,no,yes,yes,no,no,yes,5.0,5,5,5.0,5.0,3,8,no,8,10,9,satisfactory,7.0,unsatisfactory
139439,Math,GP,F,16,U,GT3,T,4,3,teacher,health,home,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,3.0,4,4,2.0,4.0,4,2,no,10,9,9,satisfactory,8.5,satisfactory
141352,Por,MS,M,16,R,GT3,T,1,1,at_home,other,other,futher,2,1,0,no,no,no,yes,yes,yes,no,no,3.0,4,4,3.0,4.0,5,6,yes,11,11,11,satisfactory,4.5,unsatisfactory
141581,Math,GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,no,yes,yes,no,no,yes,yes,no,5.0,3,3,1.0,3.0,3,2,no,12,11,12,satisfactory,11.5,satisfactory
142175,Math,GP,M,16,U,GT3,T,3,3,other,services,home,father,2,1,0,no,no,no,yes,yes,yes,yes,no,5.0,4,2,1.0,1.0,5,0,no,13,14,13,satisfactory,13.0,satisfactory
142821,Por,GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,0,no,no,no,yes,no,yes,yes,yes,4.0,4,2,5.0,5.0,4,0,no,16,16,16,good,16.0,good
143425,Por,MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,1,no,no,no,no,yes,yes,yes,no,5.0,4,4,3.0,3.0,2,8,no,10,9,11,satisfactory,8.0,satisfactory
143570,Por,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,5.0,4,5,2.0,3.0,5,0,no,14,13,14,good,14.0,good
144340,Por,MS,M,17,U,GT3,T,3,3,services,at_home,course,mother,2,4,1,no,yes,yes,yes,yes,yes,no,no,5.0,4,5,3.0,4.0,5,0,yes,10,11,10,satisfactory,4.0,unsatisfactory
144473,Math,GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3.0,4,4,3.0,3.0,1,2,no,14,14,13,satisfactory,12.5,satisfactory
144752,Por,GP,M,19,R,GT3,T,3,2,at_home,services,home,other,1,1,0,no,yes,no,no,no,yes,no,yes,5.0,3,4,2.0,2.0,5,0,no,11,10,10,satisfactory,10.0,satisfactory
145754,Math,GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4.0,2,3,1.0,2.0,5,0,yes,15,15,15,good,10.0,satisfactory
146176,Math,GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,3,no,no,no,no,yes,yes,yes,no,4.0,5,5,2.0,5.0,5,0,no,8,9,10,satisfactory,7.0,unsatisfactory
146260,Por,GP,F,18,U,GT3,A,4,4,at_home,teacher,course,mother,2,2,0,yes,no,no,no,yes,yes,no,no,4.0,3,4,1.0,1.0,3,4,no,0,11,11,satisfactory,10.0,satisfactory
147837,Por,GP,F,18,U,LE3,T,4,3,health,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,3.0,2,4,1.0,4.0,1,8,no,12,12,15,good,13.0,satisfactory
147887,Por,GP,F,16,R,GT3,T,1,1,other,services,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,no,yes,3.0,3,3,1.0,2.0,1,8,no,12,11,11,satisfactory,9.0,satisfactory
148228,Math,GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5.0,3,2,1.0,1.0,5,0,no,13,13,14,good,14.0,good
150062,Por,GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,yes,yes,no,no,yes,yes,yes,yes,4.0,4,4,2.0,3.0,5,6,no,12,12,12,satisfactory,10.5,satisfactory
150457,Math,GP,F,15,U,GT3,T,1,2,at-home,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4.0,3,2,1.0,1.0,5,2,no,10,11,11,satisfactory,10.5,satisfactory
150476,Por,MS,F,18,U,GT3,T,2,2,other,other,course,mother,2,2,0,no,yes,no,no,no,yes,yes,yes,1.0,3,1,1.0,1.0,2,4,no,8,8,10,satisfactory,9.0,satisfactory
152066,Por,GP,F,15,U,GT3,T,3,2,services,other,home,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4.0,3,5,1.0,1.0,2,16,no,11,10,10,satisfactory,6.0,unsatisfactory
155408,Math,GP,F,15,R,LE3,T,3,1,other,other,reputation,father,2,4,0,no,yes,no,no,no,yes,yes,no,4.0,4,2,2.0,3.0,3,12,no,16,16,16,good,13.0,satisfactory
155417,Por,GP,F,17,U,GT3,T,3,3,services,other,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,4.0,2,2,2.0,3.0,5,10,no,11,11,11,satisfactory,8.5,satisfactory
156109,Por,MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1,no,no,yes,no,yes,yes,no,no,5.0,4,3,4.0,3.0,3,0,no,7,7,0,unsatisfactory,0,unsatisfactory
156179,Por,MS,F,18,U,GT3,A,2,4,other,services,reputation,father,1,2,1,no,yes,no,no,yes,yes,yes,no,2.0,3,2,1.0,3.0,1,8,no,8,5,8,satisfactory,5.0,unsatisfactory
156568,Math,GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,1.0,2,2,1.0,2.0,1,14,yes,12,13,12,satisfactory,3.5,unsatisfactory
158964,Math,MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3.0,5,5,1.0,3.0,1,14,no,6,5,5,unsatisfactory,1.5,unsatisfactory
159211,Por,MS,F,18,R,GT3,A,4,3,services,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5.0,4,4,3.0,4.0,2,8,no,10,11,10,satisfactory,8.0,satisfactory
159261,Por,GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5.0,4,5,1.0,1.0,3,7,yes,14,14,15,good,8.25,satisfactory
159450,Math,GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4.0,4,4,4.0,4.0,4,4,no,10,9,9,satisfactory,8.0,satisfactory
161836,Por,MS,M,18,U,LE3,T,1,1,at_home,at_home,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,4.0,3,3,1.0,4.0,5,6,no,10,9,10,satisfactory,8.5,satisfactory
161970,Por,MS,F,16,R,LE3,T,1,2,at_home,other,course,mother,1,2,0,no,no,no,yes,yes,no,yes,no,4.0,4,5,1.0,3.0,3,0,yes,8,9,9,satisfactory,4.0,unsatisfactory
162424,Math,GP,F,15,U,GT3,T,2,1,services,other,reputation,father,3,3,0,no,yes,no,yes,yes,yes,yes,no,5.0,2,2,1.0,1.0,4,4,no,10,12,12,satisfactory,11.0,satisfactory
162639,Math,GP,F,15,U,GT3,T,4,3,services,other,reputation,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,4.0,5,5,1.0,3.0,1,4,no,16,17,18,excellent,17.0,good
162701,Por,GP,M,17,R,GT3,T,3,2,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,yes,4.0,4,4,1.0,4.0,3,4,no,7,6,8,satisfactory,5.0,unsatisfactory
163217,Por,MS,F,19,R,GT3,A,1,1,at_home,at_home,course,other,2,2,3,no,yes,no,yes,yes,no,no,yes,3.0,5,4,1.0,4.0,1,0,yes,8,0,0,unsatisfactory,0,unsatisfactory
163292,Por,MS,F,15,R,LE3,T,1,1,other,services,course,mother,2,1,1,no,yes,no,no,yes,yes,yes,yes,4.0,4,3,1.0,2.0,2,4,no,6,7,8,satisfactory,6.0,unsatisfactory
164833,Por,GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,1.0,4,4,1.0,4.0,5,0,no,13,12,14,good,14.0,good
165487,Por,GP,F,15,U,GT3,A,4,3,services,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4.0,3,2,1.0,1.0,1,0,no,15,14,15,good,15.0,good
165975,Math,GP,M,16,U,GT3,T,2,2,services,other,reputation,father,2,2,1,no,no,yes,yes,no,yes,yes,no,4.0,4,2,1.0,1.0,3,12,no,11,10,10,satisfactory,6.0,unsatisfactory
169203,Math,GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,0,yes,no,yes,yes,yes,yes,no,no,4.0,4,4,1.0,1.0,1,2,no,11,8,8,satisfactory,7.5,unsatisfactory
169338,Por,GP,M,19,U,GT3,T,2,1,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5.0,3,4,1.0,4.0,4,10,no,7,11,11,satisfactory,8.5,satisfactory
170517,Por,GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3.0,4,3,2.0,3.0,3,4,no,11,10,11,satisfactory,10.0,satisfactory
170747,Por,GP,F,17,U,GT3,T,2,3,other,other,course,father,2,2,0,no,no,no,yes,yes,yes,yes,yes,4.0,2,1,1.0,1.0,3,2,no,11,12,14,good,13.5,satisfactory
172487,Math,GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,1,no,no,no,yes,yes,yes,yes,yes,5.0,3,3,1.0,1.0,4,16,no,9,8,7,unsatisfactory,2.0,unsatisfactory
172675,Por,MS,F,18,R,LE3,A,1,2,at-home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,yes,4.0,3,4,1.0,4.0,5,0,no,16,15,15,good,15.0,good
173116,Math,GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4.0,3,3,1.0,3.0,5,11,no,16,15,15,good,12.25,satisfactory
173638,Por,GP,M,21,R,LE3,T,1,1,at_home,other,course,other,2,2,2,no,yes,no,yes,yes,no,yes,yes,5.0,3,3,5.0,2.0,4,21,no,9,10,10,satisfactory,2.75,unsatisfactory
173731,Por,MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5.0,4,3,3.0,4.0,2,1,no,13,14,14,good,13.75,satisfactory
174713,Math,GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3.0,4,4,1.0,4.0,5,18,no,14,11,13,satisfactory,8.5,satisfactory
176726,Por,GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3.0,4,3,1.0,2.0,4,2,no,14,13,14,good,13.5,satisfactory
177489,Por,GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4.0,3,3,1.0,1.0,5,4,no,13,14,15,good,14.0,good
178546,Por,MS,F,16,R,GT3,T,1,2,other,other,home,father,1,3,0,yes,yes,no,no,no,yes,yes,yes,4.0,3,4,1.0,1.0,3,5,no,13,14,13,satisfactory,11.75,satisfactory
178554,Por,GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4.0,5,4,2.0,4.0,5,22,no,11,11,10,satisfactory,4.5,unsatisfactory
180596,Por,GP,F,16,R,GT3,T,4,4,health,teacher,other,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,2.0,4,4,2.0,3.0,4,0,no,17,16,16,good,16.0,good
182245,Por,GP,F,17,R,GT3,T,4,4,services,services,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5.0,3,4,1.0,1.0,5,0,yes,7,7,8,satisfactory,3.0,unsatisfactory
182994,Por,GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,2,no,no,no,no,no,no,yes,no,3.0,2,5,2.0,5.0,5,4,no,7,8,6,unsatisfactory,3.0,unsatisfactory
183781,Por,GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,no,yes,no,yes,yes,no,4.0,4,4,4.0,5.0,5,16,no,10,11,12,satisfactory,8.0,satisfactory
184061,Por,GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5.0,3,4,1.0,1.0,4,8,no,10,11,12,satisfactory,10.0,satisfactory
184717,Por,GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4.0,3,4,1.0,4.0,4,4,no,11,9,10,satisfactory,9.0,satisfactory
185071,Por,GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5.0,4,4,3.0,4.0,5,0,no,11,11,14,good,14.0,good
186716,Math,MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,4.0,4,3,1.0,3.0,5,5,yes,7,6,7,unsatisfactory,0.75,unsatisfactory
188123,Math,GP,M,15,U,GT3,A,3,4,services,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5.0,4,4,1.0,1.0,1,0,no,16,18,18,excellent,18.0,excellent
188667,Por,GP,F,15,U,LE3,T,1,1,at_home,other,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,4.0,3,2,2.0,3.0,3,6,no,12,13,12,satisfactory,10.5,satisfactory
188732,Por,GP,M,16,U,GT3,T,2,2,services,other,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,4.0,4,2,1.0,1.0,3,6,no,12,10,11,satisfactory,9.5,satisfactory
188904,Math,GP,M,16,U,GT3,T,4,4,teacher,teacher,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4.0,4,5,5.0,5.0,5,16,no,10,12,11,satisfactory,7.0,unsatisfactory
188948,Math,GP,F,19,U,LE3,T,3,2,services,other,reputation,other,2,2,1,no,yes,yes,no,no,yes,yes,yes,4.0,2,2,1.0,2.0,1,22,no,13,10,11,satisfactory,4.5,unsatisfactory
189319,Math,MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,1,no,yes,no,no,no,yes,yes,no,2.0,5,5,5.0,5.0,5,10,no,11,13,13,satisfactory,9.5,satisfactory
189712,Math,GP,M,16,U,LE3,A,3,4,services,other,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,1.0,3,3,1.0,1.0,5,4,no,11,11,11,satisfactory,10.0,satisfactory
189950,Por,GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,0,no,yes,no,yes,yes,yes,yes,no,4.0,3,5,3.0,3.0,5,16,no,11,12,12,satisfactory,8.0,satisfactory
190877,Math,GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5.0,3,3,1.0,1.0,3,0,yes,13,14,14,good,9.0,satisfactory
191548,Math,GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4.0,3,4,1.0,1.0,5,9,no,9,10,9,satisfactory,6.75,unsatisfactory
192213,Por,GP,M,17,R,GT3,T,1,1,other,other,home,father,2,3,0,no,no,no,no,no,yes,yes,yes,4.0,3,3,1.0,1.0,1,2,no,13,14,15,good,14.5,good
192494,Por,GP,F,17,U,GT3,T,1,1,at_home,other,course,father,1,2,0,no,yes,no,no,no,yes,yes,no,5.0,3,3,1.0,1.0,3,2,no,9,11,11,satisfactory,10.5,satisfactory
194532,Por,MS,F,15,R,GT3,T,1,2,other,services,course,mother,2,1,0,no,no,no,no,yes,yes,no,no,5.0,1,2,1.0,1.0,1,3,no,11,13,13,satisfactory,12.25,satisfactory
196553,Math,MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4.0,3,3,1.0,2.0,5,4,no,12,13,13,satisfactory,12.0,satisfactory
197699,Por,MS,M,15,U,GT3,T,3,1,other,services,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,3.0,2,3,1.0,3.0,4,0,no,10,9,11,satisfactory,11.0,satisfactory
198074,Por,GP,M,15,U,GT3,T,4,2,health,services,other,mother,1,1,0,no,no,no,no,yes,yes,yes,no,2.0,2,4,2.0,4.0,1,0,no,11,11,11,satisfactory,11.0,satisfactory
198176,Por,MS,F,16,U,LE3,A,2,2,other,other,home,mother,1,1,0,no,yes,no,no,yes,no,no,no,4.0,3,4,1.0,2.0,1,6,no,7,7,8,satisfactory,6.5,unsatisfactory
199413,Por,GP,F,17,U,GT3,T,2,1,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4.0,3,4,2.0,2.0,1,10,no,12,15,15,good,12.5,satisfactory
200152,Math,GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,no,no,yes,no,no,yes,yes,no,4.0,3,3,1.0,2.0,4,2,no,12,10,11,satisfactory,10.5,satisfactory
200188,Math,GP,M,15,U,GT3,T,2,3,other,other,home,mother,1,3,0,yes,no,yes,no,no,yes,yes,no,5.0,3,2,1.0,2.0,5,4,no,11,10,11,satisfactory,10.0,satisfactory
200914,Math,MS,m,19,U,LE3,T,1,1,other,at_home,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3.0,2,3,3.0,3.0,5,5,no,8,9,9,satisfactory,7.75,unsatisfactory
